1,1.1925,1.2702,0.56533,0.56583,-0.18495,-0.13725,0.21512,0.10596,0.022604,0.0054574,0.12533,0.36358,0.30303,0.1483,0.21744,0.32978,0.38416,0.29085,0.14209,0.10818,0.69944,0.09528,0.27136,-0.089483,-0.58752,0.23587,0.16775,0.1787,2.2708,1.508,0.5266
2,1.0906,1.0739,0.35098,0.39337,0.060103,-0.033104,0.16501,0.097198,0.15234,0.41374,0.19302,0.37188,0.18715,0.13218,0.23251,0.28169,0.24574,0.1689,-0.049324,-0.30459,0.29545,0.4454,0.28154,0.57455,0.13171,0.23835,-0.019394,-0.1566,2.1521,1.39,0.97873
3,0.15606,0.26429,-0.55446,-0.11115,-0.21255,-0.12836,-0.22459,-0.36767,-0.21963,0.29556,0.20622,0.042363,-0.24559,-0.21359,-0.30773,-0.40745,-0.30518,-0.3295,0.0016102,-0.21209,0.23704,-0.038687,-0.076703,-0.10748,-0.081173,0.090512,-0.17027,-0.17925,0.55272,0.11481,-0.089123
4,1.7196,3.0012,0.40459,0.53833,0.28459,0.19391,0.48237,0.5152,0.58418,1.0402,0.60491,0.61475,0.38445,0.63962,0.78687,0.90673,0.48661,0.78503,0.25246,0.27476,0.89922,0.32304,0.69093,0.15228,0.089647,0.060053,0.43292,0.36109,5.0852,4.1448,0.53489
5,0.054551,0.25886,0.05788,0.024087,-0.43809,-0.31393,-0.58855,-0.43258,-0.4195,-0.55729,-0.53859,-0.19322,-0.31071,-0.4204,-0.3372,-0.41471,-0.32392,-0.46893,-0.11935,-0.1836,-0.38546,-0.23705,0.055785,0.26129,0.19562,0.42726,-0.44094,-0.36236,0.8165,0.59325,0.059826
6,1.17,1.25,0.22822,0.42379,-0.12524,0.0064928,-0.21786,-0.12013,-0.017602,0.056677,0.16653,0.21845,0.1511,-0.04247,-0.042372,-0.054521,0.28493,0.078793,-0.22643,0.1482,0.89437,0.2361,0.41328,-0.071786,-0.22908,0.68304,0.21455,0.3091,2.5691,1.3817,0.045884
7,0.5421,0.59893,-0.17674,-0.20142,-0.25502,-0.19538,-0.57103,-0.40205,-0.29314,-0.36575,-0.19497,0.13992,-0.09164,-0.10461,-0.27426,-0.38578,-0.089461,-0.084677,-0.20803,-0.53824,-0.17527,0.12507,0.18007,-0.23441,-0.15619,0.2049,-0.34283,-0.36909,0.94631,0.61883,-0.19858
8,0.82126,1.5219,0.50086,0.23615,-0.15989,-0.21557,0.12256,-0.027606,0.0005871,0.76409,0.55136,0.51699,0.17035,0.21179,-0.0081621,-0.08303,0.16836,0.26748,0.0028845,-0.66055,0.52127,0.599,0.27535,1.0856,0.1603,-0.079897,-0.36989,-0.11485,2.8901,1.4995,0.33219
9,0.4633,0.014307,-0.060512,-0.1737,0.062459,-0.00066851,-0.092427,-0.13661,-0.013386,0.070842,0.015972,0.12399,-0.13405,-0.32168,-0.14599,-0.2144,-0.033331,-0.28548,-0.057789,0.37431,-0.21432,-0.13639,0.020567,-0.0056154,-0.13926,0.23692,0.47209,0.52707,0.095158,0.087878,-0.29793
10,0.85762,0.93827,-0.0086389,0.13005,-0.099897,-0.1075,0.051047,-0.079193,-0.048008,-0.1861,-0.11125,0.36021,-0.081134,-0.19864,0.023705,0.028883,-0.1428,-0.26984,-0.36836,-0.2025,0.35841,0.20347,0.2004,0.0028308,-0.1885,0.35005,-0.13901,-0.21155,1.734,0.91409,-0.037591
1,0.97237,0.87737,0.15363,-0.04155,-0.23195,-0.22272,0.21484,0.15422,-0.027989,-0.12874,-0.089147,0.34811,0.33348,0.34881,0.29447,0.36548,0.37349,0.39768,-0.08221,-0.52152,0.50597,0.2281,0.41388,-0.11917,-0.45475,-0.4615,-0.10323,-0.024204,1.8238,1.1124,-0.092574
2,0.6488,0.65792,-0.12683,0.13214,-0.020888,-0.0037896,0.027124,0.019908,0.030212,0.28775,0.11514,0.28503,0.17912,0.089642,0.012681,0.0014209,0.20095,0.072772,-0.15549,-0.58895,-0.029394,0.30931,0.26917,0.46057,0.28554,-0.18971,-0.054018,-0.13458,1.145,0.59778,0.48781
3,0.05939,0.23134,-0.031022,0.010886,-0.13894,-0.041455,-0.018343,-0.056776,-0.028337,0.1082,0.10984,0.081559,0.0064263,0.037865,0.028488,0.017232,0.052589,0.093205,-0.26355,-0.25711,-0.094358,0.12223,-0.015563,-0.088992,-0.27305,-0.30827,-0.10176,-0.018573,0.48226,0.41258,-0.028878
4,1.1836,1.8153,0.64065,0.46539,-0.32932,-0.10889,0.084675,0.17143,-0.020842,0.42659,0.67641,0.28966,0.021876,0.14329,0.17027,0.25847,0.04715,0.15343,-0.014769,0.17463,1.0031,-0.23898,0.086162,-0.2473,-0.020184,0.27922,0.5356,0.19466,3.3432,2.521,0.15881
5,0.25202,0.21531,-0.088566,0.045722,-0.4437,-0.33741,-0.44819,-0.42421,-0.45702,-0.51482,-0.44066,-0.1234,-0.47075,-0.53539,-0.43737,-0.54296,-0.58989,-0.77008,-0.28603,-0.43915,-0.053126,-0.22213,-0.18773,0.025352,0.18532,-0.22671,-0.47724,-0.41227,0.20496,0.057835,-0.021714
6,1.0144,1.1275,0.425,0.56661,-0.081711,-0.029765,-0.27191,-0.087709,-0.015187,-0.036006,0.013605,0.22209,0.16476,0.0057602,0.025871,0.020414,0.28042,0.14109,0.043012,0.2783,1.0153,0.45285,0.1493,0.16983,0.008381,0.13818,0.48223,0.51439,2.1247,1.063,0.60408
7,1.0721,0.69412,0.17883,0.019611,0.017909,-0.047441,-0.16549,-0.20638,-0.017591,0.045071,-0.072771,0.41553,0.027157,-0.072233,-0.0349,-0.024337,0.093578,-0.095793,-0.081022,-0.37479,-0.050418,0.13347,0.16615,0.34511,0.19792,0.36872,-0.25635,-0.11101,0.92898,0.72034,-0.011388
8,-0.14992,0.26319,-0.23248,-0.29444,-0.40045,-0.18142,-0.28904,-0.194,-0.29317,-0.50552,-0.30741,0.043112,-0.16988,-0.15486,-0.18018,-0.22258,-0.18678,-0.14527,-0.21949,-0.58071,0.031529,-0.023503,-0.09265,-0.16306,-0.61278,-1.7133,-0.94301,-0.45521,-0.047634,-0.84969,-0.33557
9,0.30616,0.082977,-0.13114,-0.047684,-0.29363,-0.25016,-0.54852,-0.4085,-0.31196,-0.47114,-0.22064,-0.01927,-0.24868,-0.47358,-0.2194,-0.24266,-0.13948,-0.29773,-0.14741,-0.079215,0.5054,0.013368,-0.36617,-0.013277,-0.13683,0.14702,0.37082,0.22826,0.51782,0.70358,-0.16147
10,0.69229,0.65018,-0.28907,-0.11122,-0.020075,-0.12182,-0.070109,-0.14011,-0.089204,0.22858,0.03989,0.11918,-0.19399,-0.35122,-0.16624,-0.23591,-0.21057,-0.44679,-0.37932,-0.33371,0.25513,0.16292,0.11004,-0.19905,-0.33211,-0.2437,-0.18883,-0.17263,0.98639,0.83759,-0.27175
